candidate_id,recommendation,rank_score,title,year,doi,authors,source,matched_concepts,branch_files,duplicate_count,reason,human_review_required,metadata_only,scientific_evidence
aa91c0094cc8,KEEP_METADATA,40,Feasibility study on a superelastic SMA damper with re-centring capability,2008,10.1016/j.msea.2007.04.073,Ma H.; Cho C.,Materials Science and Engineering: A,niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
12e0e7ae2f2e,KEEP_METADATA,40,Model for the force-Displacement relationship of wire rope springs,2008,10.1061/(asce)0893-1321(2008)21:1(1,Gerges R.R.,Journal of Aerospace Engineering,contact_friction; phase_hysteresis; wire_bundle,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
ebb300fa07a3,KEEP_METADATA,40,A shape memory alloy-based reusable hysteretic damper for seismic hazard mitigation,2007,10.1088/0964-1726/16/5/014,Zhang Y.; Zhu S.,Smart Materials and Structures,contact_friction; niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
085aa1218a16,KEEP_METADATA,40,Applications of shape memory alloys in civil structures,2006,10.1016/j.engstruct.2005.12.010,Song G.; Ma N.; Li H.-N.,Engineering Structures,niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
0607ecd8f52f,KEEP_METADATA,40,Design and experimental investigation of a superelastic SMA damper,2006,10.1016/j.msea.2006.02.147,Zuo X.-B.; Chang W.; Li A.-Q.; Chen Q.-F.,Materials Science and Engineering: A,bending_stiffness; niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
56608a086d07,KEEP_METADATA,40,On the modeling and computations of nonlinear thermodynamics in SMA wires,2006,10.1016/j.cma.2006.03.007,Klouček P.; Reynolds D.R.,Computer Methods in Applied Mechanics and Engineering,niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
7579139643b1,KEEP_METADATA,40,Superelastic and cyclic response of NiTi SMA at various strain rates and temperatures,2006,10.1016/j.mechmat.2005.07.004,Nemat-Nasser S.; Guo W.-G.,Mechanics of Materials,niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
4a3bf104f073,KEEP_METADATA,40,Physical metallurgy of Ti-Ni-based shape memory alloys,2005,10.1016/j.pmatsci.2004.10.001,Otsuka K.; Ren X.,Progress in Materials Science,niti_sma; phase_hysteresis,backward/B05.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
a16f87e5e7ff,KEEP_METADATA,40,Real-time control of a shape memory alloy adaptive tuned vibration absorber,2005,10.1088/0964-1726/14/6/011,Rustighi E.; Brennan M.J.; Mace B.R.,Smart Materials and Structures,bending_stiffness; niti_sma,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
7d4e6309e835,KEEP_METADATA,40,A three-dimensional model describing stress-temperature induced solid phase transformations: Solution algorithm and boundary value problems,2004,10.1002/nme.1086,Auricchio F.; Petrini L.,International Journal for Numerical Methods in Engineering,niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
d6cffe55a8b3,KEEP_METADATA,40,Nonlinear thermomechanical oscillations of shape-memory devices,2004,10.1016/j.ijsolstr.2003.10.015,Lacarbonara W.; Bernardini D.; Vestroni F.,International Journal of Solids and Structures,bending_stiffness; niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
aa705592c7b8,KEEP_METADATA,40,Shape memory alloy flexures,2004,10.1016/j.msea.2003.12.062,Bellouard Y.; Clavel R.,Materials Science and Engineering: A,niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
9b0ba23060cc,KEEP_METADATA,40,Numerical Simulations of Cable/Seabed Interaction,2003,,Gatti-Bono C.; Perkins N.C.,Proceedings of the International Offshore and Polar Engineering Conference,bending_stiffness; contact_friction; phase_hysteresis; wire_bundle,backward/B03.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
d9470ddfc466,KEEP_METADATA,40,Parametric experimental study of wire rope spring tuned mass dampers,2003,10.1016/j.jweia.2003.09.038,Gerges R.R.; Vickery B.J.,Journal of Wind Engineering and Industrial Aerodynamics,bending_stiffness; phase_hysteresis; wire_bundle,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
3a2de6d09c61,KEEP_METADATA,40,Structural vibration control by shape memory alloy damper,2003,10.1002/eqe.243,Han Y.-L.; Li Q.S.; Li A.-Q.; Leung A.Y.T.; Lin P.-H.,Earthquake Engineering and Structural Dynamics,niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
585a186cef6a,KEEP_METADATA,40,Damping characteristics of a CuZnAlNi shape memory alloy,2002,10.1016/s0921-5093(01)01944-x,Moroni M.O.; Saldivia R.; Sarrazin M.; Sepúlveda A.,Materials Science and Engineering: A,niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
148b5e94eb44,KEEP_METADATA,40,On the hysteresis of wire cables in Stockbridge dampers,2002,10.1016/s0020-7462(02)00028-8,Sauter D.; Hagedorn P.,International Journal of Non-Linear Mechanics,bending_stiffness; contact_friction; phase_hysteresis; wire_bundle,backward/B01.csv; backward/B03.csv,1,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
c37298755d49,KEEP_METADATA,40,Passive damping augmentation of a vibrating beam using pseudoelastic shape memory alloy wires,2002,10.1006/jsvi.2001.3935,Gandhi F.; Chapuis G.,Journal of Sound and Vibration,bending_stiffness; niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
e4e0b6773bbb,KEEP_METADATA,40,Mechanical behaviour of shape memory alloys for seismic applications 1. Martensite and austenite NiTi bars subjected to torsion,2001,10.1016/s0020-7403(01)00049-2,Dolce M.; Cardone D.,International Journal of Mechanical Sciences,bending_stiffness; niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
44d19969d816,KEEP_METADATA,40,Mechanical behaviour of shape memory alloys for seismic applications 2. Austenite NiTi wires subjected to tension,2001,10.1016/s0020-7403(01)00050-9,Dolce M.; Cardone D.,International Journal of Mechanical Sciences,bending_stiffness; niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
c6d58013579b,KEEP_METADATA,40,Base isolation system with shape memory alloy device for elevated highway bridges,2000,10.1016/s0141-0296(98)00097-2,Wilde K.; Gardoni P.; Fujino Y.,Engineering Structures,niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
a64c8ec0a264,KEEP_METADATA,40,Implementation and testing of passive control devices based on shape memory alloys,2000,10.1002/1096-9845(200007)29:7<945::aid-eqe958>3.0.co;2-%23,Dolce M.; Cardone D.; Marnetto R.,Earthquake Engineering and Structural Dynamics,niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
a67a9f4535ba,KEEP_METADATA,40,Modelling and identification of a wire-cable viberation isolater via a cyclic loading test Part 1: And experiment and model developement,1999,10.1243/0959651991540052,Ni Y.Q.; Ko J.M.; Wong C.W.; Zfaan S.,Proceedings of the Institution of Mechanical Engineers. Part I: Journal of Systems and Control Engineering,bending_stiffness; phase_hysteresis; wire_bundle,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
5956fe3df4f6,KEEP_METADATA,40,Shape-memory alloys: Macromodelling and numerical simulations of the superelastic behavior,1997,10.1016/s0045-7825(96)01232-7,Auricchio F.; Taylor R.L.; Lubliner J.,Computer Methods in Applied Mechanics and Engineering,bending_stiffness; niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
530ebd8d1570,KEEP_METADATA,40,One-dimensional constitutive behavior of shape memory alloys: Thermomechanical derivation with non-constant material functions and redefined martensite internal variable,1993,10.1177/1045389x9300400213,Brinson L.C.,Journal of Intelligent Material Systems and Structures,niti_sma; phase_hysteresis,backward/B02.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
49b0d210fcae,KEEP_METADATA,40,Damping phenomena in a wire rope vibration isolation system,1992,10.1016/0022-460x(92)90564-e,Tinker M.L.; Cutchins M.A.,Journal of Sound and Vibration,bending_stiffness; contact_friction; phase_hysteresis; wire_bundle,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
f6538194ad9c,KEEP_METADATA,40,"On the flexural structural behaviour of flexible pipes, umbilicals and marine cables",1992,10.1016/0951-8339(92)90030-s,Witz J.A.; Tan Z.,Marine Structures,bending_stiffness; contact_friction; wire_bundle,backward/B04.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
8975e437d2e8,KEEP_METADATA,40,Shape-memory alloys as new materials for aseismic isolation,1991,10.1061/(asce)0733-9399(1991)117:11(2590,Graesser E.J.; Cozzarelli F.A.,Journal of Engineering Mechanics,niti_sma; phase_hysteresis,backward/B01.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
9fb3c956f318,KEEP_METADATA,40,The response of wire rope strands to axial tensile loads-Part I. Experimental results and theoretical predictions,1987,10.1016/0020-7403(87)90033-6,Utting W.S.; Jones N.,International Journal of Mechanical Sciences,contact_friction; wire_bundle,backward/B02.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
b21ed9694139,KEEP_METADATA,40,"Theoretical estimation of the response of helically armored cables to tension, torsion, and bending",1985,10.1115/1.3169064,Lanteigne J.,"Journal of Applied Mechanics, Transactions ASME",bending_stiffness; contact_friction; wire_bundle,backward/B04.csv,0,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
fb72daa238cf,KEEP_METADATA,40,Derivation of a new stiffness matrix for helically armoured cables considering tension and torsion,1979,10.1002/nme.1620140405,Knapp R.H.,International Journal for Numerical Methods in Engineering,bending_stiffness; wire_bundle,backward/B03.csv; backward/B04.csv,1,Metadata is adjacent to the surviving mechanics question but does not show the full pressure-contact-stiffness coupling.,True,True,False
eb38d2ee9e8a,EXCLUDE,0,A Shape and Stiffness Adjustable Laryngoscope for Transoral Robotic Surgery,2026,10.1109/tbme.2025.3588887,Zhou K.; Zhu L.; Zhang Q.; Song A.,IEEE Transactions on Biomedical Engineering,bending_stiffness; phase_hysteresis,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
c232f3be5112,EXCLUDE,0,Design and Multi-gait Implementation of Layered Actuators Based on Fiber-Pneumatic Coupled Variable-stiffness Snake Robots; [基于纤维-气动耦合的变刚度蛇形机器人分层驱动器设计及其多步态研究],2026,10.3969/j.issn.1004-132x.2026.05.009,Mu J.; Wei Y.; Hou X.; Zong X.,Zhongguo Jixie Gongcheng/China Mechanical Engineering,bending_stiffness,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
97f6fe30046f,EXCLUDE,0,Development of a Adjustable fastening Mechanism for Wearable Robots Utilizing the Poisson's Ratio Properties of Braided Sleeves; [브레이드 슬리브의 포아송비 특성을 활용한 웨어러블 로봇용 가변 결착 메커니즘 개발],2026,10.7736/jkspe.025.092,Seo Y.-S.; Lee J.-Y.; Park C.H.; Song S.-H.,Journal of the Korean Society for Precision Engineering,wire_bundle,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
68d2782aa1d7,EXCLUDE,0,Fabrication and finite element analysis of variable-sensitivity force sensor using structural modification and stiffness change of shape-memory polymer,2026,10.1016/j.polymer.2025.129537,Roy S.; Taniguchi T.; Takashima K.,Polymer,bending_stiffness; phase_hysteresis,forward/F02.csv; forward/F04.csv,1,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
27f88dcac9b4,EXCLUDE,0,Granular Jamming in Soft Robotics: Simulation Frameworks and Emerging Possibilities—Review,2026,10.3390/biomimetics11030193,Hrehova S.; Hošovský A.; Husár J.; Krenický T.,Biomimetics,jamming,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
b3b2fb4dc006,EXCLUDE,0,Metamaterials with in situ tunable bending properties,2026,10.1039/d5mh02063h,Yu M.; Fang X.; Yu D.,Materials Horizons,bending_stiffness,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
607df075889f,EXCLUDE,0,Progress and Key Technologies of Pneumatic Flexible Wearable Upper-limb Robot; [气动柔性可穿戴上肢机器人研究进展及关键技术分析],2026,10.13973/j.cnki.robot.250022,Li K.; Zhang D.; Ren S.; Chu Y.; Xiong D.; Zhao X.,Jiqiren/Robot,,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
0c94669aca2b,EXCLUDE,0,A mortise-tenon inspired variable stiffness finger for multi-mode grasping,2025,10.1016/j.sna.2024.116108,Yang H.; Zhang C.; Xu Y.,Sensors and Actuators A: Physical,bending_stiffness,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
fd804bf28b98,EXCLUDE,0,Bio-inspired multimodal soft grippers: a review,2025,10.1088/1748-3190/add1a6,Liang M.; Zhu J.; Ke X.; Chai Z.; Ding H.; Wu Z.,Bioinspiration and Biomimetics,,forward/F01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
645a1dd2d5e0,EXCLUDE,0,Design and Analysis of Adjustable Stiffness Compliant Constant Force Mechanism Based on Magnetic Field Response,2025,10.1007/978-981-96-1464-6_2,Lu S.; Xu C.; Guo J.; Chen J.; Li A.; Luan F.; Zhu Z.,Lecture Notes in Mechanical Engineering,bending_stiffness,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
a76d94ba8e35,EXCLUDE,0,Effective and comfortable chain-linking anchoring with anisotropic stiffness for soft wearable robots,2025,10.1038/s41598-025-24738-6,Kim N.; Jeong G.; Lee S.; Lee S.R.; Yun S.; Shin D.,Scientific Reports,bending_stiffness,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
df3906b5ea02,EXCLUDE,0,Reconfigurable soft pneumatic actuators with metamaterial reinforcements: Tunable stiffness and deformation modes,2025,10.1016/j.matdes.2025.113649,Ochoa O.; Méndez E.; Perez-Santiago R.; Cuan-Urquizo E.; Yamile Sandoval-Castro X.; González A.,Materials and Design,bending_stiffness,forward/F01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
76c14e60bfc8,EXCLUDE,0,Systematic mapping of synthesis methods for compliant grippers using PRISMA,2025,10.1016/j.mechmachtheory.2024.105900,Hermoza Llanos E.; Corves B.; Huesing M.; Saxena A.,Mechanism and Machine Theory,jamming,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
b73c17221a46,EXCLUDE,0,A Bio-inspired Mutual-hook Strategy for the Soft Finger to Improve Load-bearing Capacity and Grasping Stability,2024,10.1007/s42235-024-00492-9,Huang J.; Gai L.; Zong X.; Li Y.,Journal of Bionic Engineering,bending_stiffness; contact_friction,forward/F01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
beba8cde947e,EXCLUDE,0,A hand rehabilitation device based on magnetorheological three-dimensional soft actuators TPU exoskeleton,2024,10.1109/cac63892.2024.10865009,Gong T.; Ma K.; Liu Z.; Yang T.; Xu Q.; Li L.,"Proceedings - 2024 China Automation Congress, CAC 2024",bending_stiffness,forward/F01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
d78e189f0b1b,EXCLUDE,0,Application and Perspective on Soft Technologies for Robotized Manufacturing; [软体技术在机器人化制造中的应用与展望],2024,10.13973/j.cnki.robot.230196,Pu M.; Xü F.; Chai Z.; Xia Z.; Ding H.; Wu Z.,Jiqiren/Robot,bending_stiffness,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
e52cf7d23425,EXCLUDE,0,Compensating elastic faults in a torque-assisted knee exoskeleton: functional evaluation and user perception study,2024,10.1186/s12984-024-01531-6,Velasco-Guillen R.J.; Bliek A.; Font-Llagunes J.M.; Vanderborght B.; Beckerle P.,Journal of NeuroEngineering and Rehabilitation,bending_stiffness,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
e27e42bf8e54,EXCLUDE,0,Development and Application of Shape-Memory Polymer and Alloy Composite Sheets,2024,10.20965/jrm.2024.p0769,Takashima K.; Okamura Y.; Nagaishi J.; Cho H.; Noritsugu T.; Mukai T.,Journal of Robotics and Mechatronics,bending_stiffness,forward/F04.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
15385d89c49a,EXCLUDE,0,Impedance for Assistance: Upper-Limb Assistive Soft Robotic Suit Using Linked-Layer Jamming Mechanisms,2024,10.1089/soro.2023.0146,Kim N.; Park J.; Shin D.,Soft Robotics,jamming,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
799882efe62e,EXCLUDE,0,Towards Shape-adaptive Attachment Design for Wearable Devices using Granular Jamming,2024,10.1109/lra.2024.3511417,Brignone J.; Lancaster L.; Battaglia E.; Zhang H.,IEEE Robotics and Automation Letters,contact_friction; jamming,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
c2f41922e217,EXCLUDE,0,Variable stiffness methods for robots: a review,2024,10.1088/1361-665x/ad0753,Li Z.; Chu X.; Hu X.; Zhang Z.; Li N.; Li J.,Smart Materials and Structures,bending_stiffness,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
5ecc0ec99e28,EXCLUDE,0,An Origami-Inspired Negative Pressure Folding Actuator Coupling Hardness with Softness,2023,10.3390/act12010035,Shao Z.; Zhao W.; Zuo Z.; Li J.; Chen I.-M.,Actuators,bending_stiffness,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
508026732648,EXCLUDE,0,Design and Verification of Lockable Upper-Limb Exoskeleton Based on Jamming and Engagement Mechanisms,2023,10.1109/lra.2023.3238896,Ma Z.; Zhang H.; Zuo S.; Liu J.,IEEE Robotics and Automation Letters,jamming,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
426eda36003c,EXCLUDE,0,Development of Pneumatic Artificial Rubber Muscle Using Segmented Shape-Memory Polymer Sheets,2023,10.20965/jrm.2023.p0113,Takashima K.; Okamura Y.; Iwamoto D.; Noritsugu T.; Mukai T.,Journal of Robotics and Mechatronics,bending_stiffness,forward/F04.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
ddb7222d9b30,EXCLUDE,0,Robotic Modules for a Continuum Manipulator With Variable Stiffness Joints,2023,10.1109/lra.2023.3287780,Sozer C.; Sahu S.K.; Paterno L.; Menciassi A.,IEEE Robotics and Automation Letters,bending_stiffness; pressure_control,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
5e551999c49c,EXCLUDE,0,Shape-Stabilized Monolithic Composite for Switchable Stiffness Based on Cellulose and Poly(stearyl methacrylate),2023,10.1021/acsapm.3c00611,Roopsung N.; Sugawara A.; Hsu Y.-I.; Asoh T.-A.; Uyama H.,ACS Applied Polymer Materials,bending_stiffness,forward/F04.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
0a4a0b00c9c2,EXCLUDE,0,Soft Robots for Cluttered Environments Based on Origami Anisotropic Stiffness Structure (OASS) Inspired by Desert Iguana,2023,10.1002/aisy.202200301,Zhu R.; Fan D.; Wu W.; He C.; Xu G.; Dai J.S.; Wang H.,Advanced Intelligent Systems,bending_stiffness,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
5abd2ccfaf28,EXCLUDE,0,Variable Stiffness Improves Safety and Performance in Soft Robotics,2023,10.1109/icm54990.2023.10102076,Aydin M.; Sariyildiz E.; Tawk C.D.; Mutlu R.; Alici G.,"Proceedings - 2023 IEEE International Conference on Mechatronics, ICM 2023",bending_stiffness; pressure_control,forward/F01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
925f5a51481c,EXCLUDE,0,Cyclic Loading of Jammed Granular Systems,2022,10.3390/ma15144978,Bartkowski P.; Ciemiorek M.; Bukowiecki H.; Zalewski R.,Materials,jamming,forward/F02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
3889b3cd72f8,EXCLUDE,0,Dielectric elastomer actuators for artificial muscles: A comprehensive review of soft robot explorations,2022,10.1016/j.recm.2022.09.001,Wang Y.; Ma X.; Jiang Y.; Zang W.; Cao P.; Tian M.; Ning N.; Zhang L.,Resources Chemicals and Materials,,forward/F04.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
434dcfc22454,EXCLUDE,0,The Research on Soft Pneumatic Actuators in Italy: Design Solutions and Applications,2022,10.3390/act11110328,Paterna M.; De Benedictis C.; Ferraresi C.,Actuators,,forward/F04.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
bd3047fa2692,EXCLUDE,0,Prestressing effect of embedded Fe-based SMA wire on the flexural behavior of mortar beams,2021,10.1016/j.engstruct.2020.111472,Choi E.; Ostadrahimi A.; Kim W.J.; Seo J.,Engineering Structures,bending_stiffness,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
8418ca22147f,EXCLUDE,0,Straining behavior of mortar reinforced by cold drawn crimped and dog-bone-shaped fibers under monotonic and cyclic compressions,2021,10.3390/ma14061522,Ho H.V.; Choi E.; Kim D.; Kang J.,Materials,niti_sma,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
06fdd42b6cbd,EXCLUDE,0,Risk-based mainshock-aftershock performance assessment of SMA braced steel frames,2020,10.1016/j.engstruct.2020.110506,Shi F.; Saygili G.; Ozbulut O.E.; Zhou Y.,Engineering Structures,niti_sma,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
7fd81625cd77,EXCLUDE,0,"Shape memory alloys for aerospace, recent developments, and new applications: A short review",2020,10.3390/ma13081856,Costanza G.; Tata M.E.,Materials,niti_sma,backward/B05.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
c75870766c3e,EXCLUDE,0,Effects of Cross-Sectional Size and Shape on the Longitudinal Tensile and Anchoring Properties of CFRP Cables,2019,10.1061/(asce)mt.1943-5533.0002679,Wang L.; Xu J.; Han Q.,Journal of Materials in Civil Engineering,wire_bundle,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
3b8b78d3fe35,EXCLUDE,0,Design of thermo-piezoelectric microstructured bending actuators via multi-field asymptotic homogenization,2018,10.1016/j.ijmecsci.2018.07.019,Fantoni F.; Bacigalupo A.; Paggi M.,International Journal of Mechanical Sciences,bending_stiffness,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
33e3f21cc612,EXCLUDE,0,Resilience and life-cycle performance of smart bridges with shape memory alloy (SMA)-cable-based bearings,2018,10.1016/j.conbuildmat.2017.10.031,Zheng Y.; Dong Y.; Li Y.,Construction and Building Materials,niti_sma; wire_bundle,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
ab1f7a974d8b,EXCLUDE,0,Multi-field asymptotic homogenization of thermo-piezoelectric materials with periodic microstructure,2017,10.1016/j.ijsolstr.2017.04.009,Fantoni F.; Bacigalupo A.; Paggi M.,International Journal of Solids and Structures,,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
ac63f517c496,EXCLUDE,0,Validation of umbilical fatigue analysis by full-scale testing,2016,,Dhaigude M.M.; Ekeberg K.I.; Sødahl N.,Proceedings of the International Offshore and Polar Engineering Conference,bending_stiffness; contact_friction,backward/B04.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
91cd5978547c,EXCLUDE,0,Finite element analysis of the fatigue strength of copper power conductors exposed to tension and bending loads,2014,10.1016/j.ijfatigue.2013.09.009,Nasution F.P.; Sævik S.; Gjøsteen J.K.O.,International Journal of Fatigue,bending_stiffness; contact_friction,backward/B04.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
23dc2948c72f,EXCLUDE,0,Hysteretic tuned mass dampers for structural vibration mitigation,2014,10.1016/j.jsv.2013.10.010,Carpineto N.; Lacarbonara W.; Vestroni F.,Journal of Sound and Vibration,phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
524dc36e018e,EXCLUDE,0,Experimental and finite element analysis of fatigue performance of copper power conductors,2013,10.1016/j.ijfatigue.2012.09.006,Nasution F.P.; Sævik S.; Gjosteen J.K.O.; Berge S.,International Journal of Fatigue,bending_stiffness,backward/B04.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
43f880ced1e7,EXCLUDE,0,Finite element analysis of hoisting rope and fretting wear evolution and fatigue life estimation of steel wires,2013,10.1016/j.engfailanal.2012.08.014,Wang D.; Zhang D.; Wang S.; Ge S.,Engineering Failure Analysis,wire_bundle,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
c7a504983c61,EXCLUDE,0,Shear interaction and transverse buckling of tensile armours in flexible pipes,2013,10.1115/omae2013-10130,Sævik S.; Li H.,Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE,bending_stiffness; contact_friction,backward/B04.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
aa6bac32226c,EXCLUDE,0,Efficient fatigue analysis of helix elements in umbilicals and flexible risers: Theory and applications,2012,10.1155/2012/246812,Skeie G.; Sødahl N.; Steinkjer O.,Journal of Applied Mathematics,bending_stiffness; contact_friction,backward/B04.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
56f0c720d486,EXCLUDE,0,On the identification of hysteretic systems. Part I: Fitness landscapes and evolutionary identification,2012,10.1016/j.ymssp.2012.01.004,Worden K.; Manson G.,Mechanical Systems and Signal Processing,phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
